Utc,Role,Machine,Fps,Kbps,FramesTotal,FramesDropped,BytesTotal,WorkingSetMB,PrivateMB,DeltaFps,HangSuspect,LagSuspect,ZeroFpsStreak,SessionSeconds,TimerSkewMs
2026-09-12T06:27:32.8445684+00:00,host,DESKTOP-4DU3C4H,16,36674,8768,22511,1450475939,333.3,195.1,0,0,0,0,602,0
2026-09-12T06:27:33.8400587+00:00,host,DESKTOP-4DU3C4H,2,4914,8780,22535,1453969805,331.5,193.1,-14,0,1,0,603,0
2026-09-12T06:27:34.8471917+00:00,host,DESKTOP-4DU3C4H,16,37282,8796,22579,1458630069,333.1,195.0,14,0,0,0,604,0
2026-09-12T06:27:35.8530101+00:00,host,DESKTOP-4DU3C4H,16,37282,8796,22579,1458630069,333.1,195.0,0,0,0,0,605,0
2026-09-12T06:27:36.8399811+00:00,host,DESKTOP-4DU3C4H,4,9627,8802,22587,1460378545,322.2,184.3,-12,0,1,0,606,0
2026-09-12T06:27:37.8402969+00:00,host,DESKTOP-4DU3C4H,13,29839,8815,22623,1464164419,322.4,184.7,9,0,0,0,607,0
2026-09-12T06:27:38.8403034+00:00,host,DESKTOP-4DU3C4H,16,36702,8831,22668,1468825531,330.6,193.3,3,0,0,0,608,0
2026-09-12T06:27:39.8405158+00:00,host,DESKTOP-4DU3C4H,16,36699,8847,22712,1473486330,338.6,201.3,0,0,0,0,609,0
2026-09-12T06:27:40.8429089+00:00,host,DESKTOP-4DU3C4H,16,36728,8863,22756,1478146211,326.8,193.4,0,0,0,0,610,0
2026-09-12T06:27:41.8427819+00:00,host,DESKTOP-4DU3C4H,8,18349,8871,22775,1480476562,327.0,193.0,-8,0,1,0,611,0
2026-09-12T06:27:42.8435666+00:00,host,DESKTOP-4DU3C4H,9,21315,8886,22814,1484846108,338.5,200.9,1,0,0,0,612,0
2026-09-12T06:27:43.8531725+00:00,host,DESKTOP-4DU3C4H,9,21315,8886,22814,1484846108,322.6,185.1,0,0,0,0,613,0
2026-09-12T06:27:44.8398403+00:00,host,DESKTOP-4DU3C4H,10,24032,8901,22850,1489213881,331.3,193.8,1,0,0,0,614,0
2026-09-12T06:27:45.8480956+00:00,host,DESKTOP-4DU3C4H,10,24032,8901,22850,1489213881,339.2,201.7,0,0,0,0,615,0
2026-09-12T06:27:46.8490630+00:00,host,DESKTOP-4DU3C4H,10,24032,8901,22850,1489213881,339.2,201.7,0,0,0,0,616,0
2026-09-12T06:27:47.8495468+00:00,host,DESKTOP-4DU3C4H,10,24032,8901,22850,1489213881,339.2,201.7,0,0,0,0,617,0
2026-09-12T06:27:48.8496208+00:00,host,DESKTOP-4DU3C4H,10,24032,8901,22850,1489213881,339.2,201.7,0,0,0,0,618,0
2026-09-12T06:27:49.8405612+00:00,host,DESKTOP-4DU3C4H,1,3144,8908,22859,1491252599,321.6,183.2,-9,0,0,0,619,0
2026-09-12T06:27:50.8544618+00:00,host,DESKTOP-4DU3C4H,1,3144,8908,22859,1491252599,329.1,190.8,0,0,0,0,620,0
2026-09-12T06:27:51.8417428+00:00,host,DESKTOP-4DU3C4H,7,16699,8922,22889,1495329341,335.7,199.5,6,0,0,0,621,0
2026-09-12T06:27:52.8473474+00:00,host,DESKTOP-4DU3C4H,14,31640,8936,22919,1499406919,322.6,184.4,7,0,0,0,622,0
2026-09-12T06:27:53.8450732+00:00,host,DESKTOP-4DU3C4H,14,31640,8936,22919,1499406919,322.6,184.4,0,0,0,0,623,0
2026-09-12T06:27:54.8420986+00:00,host,DESKTOP-4DU3C4H,1,2735,8938,22924,1499989514,331.4,193.6,-13,0,1,0,624,0
2026-09-12T06:27:55.8418176+00:00,host,DESKTOP-4DU3C4H,1,2735,8938,22924,1499989514,331.4,193.6,0,0,0,0,625,0
2026-09-12T06:27:56.8426970+00:00,host,DESKTOP-4DU3C4H,1,2735,8938,22924,1499989514,331.4,193.6,0,0,0,0,626,0
2026-09-12T06:27:57.8447389+00:00,host,DESKTOP-4DU3C4H,1,2735,8938,22924,1499989514,331.4,193.6,0,0,0,0,627,0
2026-09-12T06:27:58.8442917+00:00,host,DESKTOP-4DU3C4H,1,2735,8938,22924,1499989514,331.4,193.5,0,0,0,0,628,0
2026-09-12T06:27:59.8432385+00:00,host,DESKTOP-4DU3C4H,1,2735,8938,22924,1499989514,331.4,193.6,0,0,0,0,629,0
2026-09-12T06:28:00.8423418+00:00,host,DESKTOP-4DU3C4H,0,695,8940,22924,1500571926,340.2,201.9,-1,0,0,1,630,0
2026-09-12T06:28:01.8451736+00:00,host,DESKTOP-4DU3C4H,0,695,8940,22924,1500571926,321.3,182.8,0,0,0,2,631,0
2026-09-12T06:28:02.8463272+00:00,host,DESKTOP-4DU3C4H,1,3470,8942,22926,1501154451,320.4,181.7,1,0,0,0,632,0
2026-09-12T06:28:03.8532990+00:00,host,DESKTOP-4DU3C4H,1,3470,8942,22926,1501154451,320.4,181.7,0,0,0,0,633,0
2026-09-12T06:28:04.8409194+00:00,host,DESKTOP-4DU3C4H,5,12620,8953,22943,1504408785,328.5,189.8,4,0,0,0,634,0
2026-09-12T06:28:05.8539030+00:00,host,DESKTOP-4DU3C4H,5,12620,8953,22943,1504408785,337.1,198.6,0,0,0,0,635,0
2026-09-12T06:28:06.8530113+00:00,host,DESKTOP-4DU3C4H,1,2299,8955,22943,1505041931,346.0,207.6,-4,0,0,0,636,0
2026-09-12T06:28:07.8470769+00:00,host,DESKTOP-4DU3C4H,3,7592,8958,22945,1505990880,338.6,200.1,2,0,0,0,637,0
2026-09-12T06:28:08.8414401+00:00,host,DESKTOP-4DU3C4H,3,7592,8958,22945,1505990880,338.6,200.1,0,0,0,0,638,0
2026-09-12T06:28:09.8412817+00:00,host,DESKTOP-4DU3C4H,3,8682,8964,22946,1507890075,347.2,208.8,0,0,0,0,639,0
2026-09-12T06:28:10.8447407+00:00,host,DESKTOP-4DU3C4H,3,8682,8964,22946,1507890075,347.2,208.8,0,0,0,0,640,0
2026-09-12T06:28:11.8485039+00:00,host,DESKTOP-4DU3C4H,3,8682,8964,22946,1507890075,347.2,208.9,0,0,0,0,641,0
2026-09-12T06:28:12.8550259+00:00,host,DESKTOP-4DU3C4H,0,761,8965,22946,1508206708,338.5,199.9,-3,0,0,1,642,0
2026-09-12T06:28:13.8535801+00:00,host,DESKTOP-4DU3C4H,4,9210,8970,22947,1509789708,339.4,200.9,4,0,0,0,643,0
2026-09-12T06:28:14.8532083+00:00,host,DESKTOP-4DU3C4H,4,9210,8970,22947,1509789708,348.1,209.8,0,0,0,0,644,0
2026-09-12T06:28:15.8515864+00:00,host,DESKTOP-4DU3C4H,1,3272,8972,22947,1510422433,332.4,194.1,-3,0,0,0,645,0
2026-09-12T06:28:16.8546257+00:00,host,DESKTOP-4DU3C4H,1,3272,8972,22947,1510422433,323.2,184.5,0,0,0,0,646,0
2026-09-12T06:28:17.8539466+00:00,host,DESKTOP-4DU3C4H,2,4049,8975,22949,1511371495,331.1,192.4,1,0,0,0,647,0
2026-09-12T06:28:18.8559021+00:00,host,DESKTOP-4DU3C4H,2,4049,8975,22949,1511371495,331.1,192.4,0,0,0,0,648,16
2026-09-12T06:28:19.8615399+00:00,host,DESKTOP-4DU3C4H,2,4049,8975,22949,1511371495,331.1,192.4,0,0,0,0,649,0
2026-09-12T06:28:20.8561925+00:00,host,DESKTOP-4DU3C4H,0,900,8976,22950,1511687911,330.1,191.7,-2,0,0,1,650,0
2026-09-12T06:28:21.8576909+00:00,host,DESKTOP-4DU3C4H,9,23487,8986,22969,1514852807,328.5,191.2,9,0,0,0,651,0
2026-09-12T06:28:22.8616583+00:00,host,DESKTOP-4DU3C4H,16,20738,9002,23014,1517445007,321.6,183.5,7,0,0,0,652,0
2026-09-12T06:28:23.8625473+00:00,host,DESKTOP-4DU3C4H,16,19708,9019,23059,1520024294,321.4,183.2,0,0,0,0,653,0
2026-09-12T06:28:24.8712925+00:00,host,DESKTOP-4DU3C4H,16,29854,9035,23102,1523756027,333.6,198.6,0,0,0,0,654,0
2026-09-12T06:28:25.8593789+00:00,host,DESKTOP-4DU3C4H,16,59997,9051,23143,1531488189,331.2,192.8,0,0,0,0,655,0
2026-09-12T06:28:26.8651344+00:00,host,DESKTOP-4DU3C4H,10,39458,9062,23168,1536805117,331.5,193.1,-6,0,0,0,656,0
2026-09-12T06:28:27.8723626+00:00,host,DESKTOP-4DU3C4H,11,38001,9073,23196,1541555294,320.2,181.8,1,0,0,0,657,16
2026-09-12T06:28:28.8862817+00:00,host,DESKTOP-4DU3C4H,12,40517,9086,23230,1547096024,329.9,191.6,1,0,0,0,658,0
2026-09-12T06:28:29.8844061+00:00,host,DESKTOP-4DU3C4H,14,53341,9100,23264,1553863715,339.7,201.3,2,0,0,0,659,0
2026-09-12T06:28:30.8784311+00:00,host,DESKTOP-4DU3C4H,10,38667,9110,23285,1558697114,331.5,193.1,-4,0,0,0,660,0
2026-09-12T06:28:31.8773758+00:00,host,DESKTOP-4DU3C4H,12,43093,9122,23321,1564083792,328.5,190.0,2,0,0,0,661,0
2026-09-12T06:28:32.8789328+00:00,host,DESKTOP-4DU3C4H,16,16343,9138,23367,1566159334,327.8,189.0,4,0,0,0,662,0
2026-09-12T06:28:33.8777626+00:00,host,DESKTOP-4DU3C4H,15,18086,9153,23403,1568490225,328.3,189.6,-1,0,0,0,663,0
2026-09-12T06:28:34.8840487+00:00,host,DESKTOP-4DU3C4H,16,15481,9169,23433,1570485300,328.6,190.0,1,0,0,0,664,0
2026-09-12T06:28:35.8770873+00:00,host,DESKTOP-4DU3C4H,16,22614,9185,23477,1573311991,328.1,189.6,0,0,0,0,665,0
2026-09-12T06:28:36.8758843+00:00,host,DESKTOP-4DU3C4H,16,23511,9201,23519,1576250849,328.6,190.3,0,0,0,0,666,0
2026-09-12T06:28:37.8759400+00:00,host,DESKTOP-4DU3C4H,16,23223,9217,23564,1579153684,328.2,189.7,0,0,0,0,667,0
2026-09-12T06:28:38.8722899+00:00,host,DESKTOP-4DU3C4H,16,23258,9233,23607,1582060905,336.6,198.3,0,0,0,0,668,0
2026-09-12T06:28:39.8804031+00:00,host,DESKTOP-4DU3C4H,16,23319,9249,23651,1584975822,321.2,182.8,0,0,0,0,669,0
2026-09-12T06:28:40.8836940+00:00,host,DESKTOP-4DU3C4H,16,23794,9266,23697,1588089830,320.7,182.2,0,0,0,0,670,0
2026-09-12T06:28:41.8735651+00:00,host,DESKTOP-4DU3C4H,16,23966,9283,23743,1591226385,335.5,198.0,0,0,0,0,671,0
2026-09-12T06:28:42.8800261+00:00,host,DESKTOP-4DU3C4H,16,23873,9299,23786,1594210481,329.6,191.2,0,0,0,0,672,0
2026-09-12T06:28:43.8840445+00:00,host,DESKTOP-4DU3C4H,16,21409,9316,23833,1597012327,321.2,182.8,0,0,0,0,673,0
2026-09-12T06:28:44.8838632+00:00,host,DESKTOP-4DU3C4H,16,19644,9333,23879,1599583197,328.9,190.7,0,0,0,0,674,0
2026-09-12T06:28:45.8850605+00:00,host,DESKTOP-4DU3C4H,16,19953,9350,23923,1602154663,329.0,190.5,0,0,0,0,675,0
2026-09-12T06:28:46.8741116+00:00,host,DESKTOP-4DU3C4H,16,19370,9366,23967,1604575862,336.0,198.9,0,0,0,0,676,0
2026-09-12T06:28:47.8797067+00:00,host,DESKTOP-4DU3C4H,16,19362,9382,24012,1606996097,329.3,190.9,0,0,0,0,677,0
2026-09-12T06:28:48.8765829+00:00,host,DESKTOP-4DU3C4H,16,19970,9399,24057,1609569670,329.3,191.1,0,0,0,0,678,0
2026-09-12T06:28:49.8763719+00:00,host,DESKTOP-4DU3C4H,16,19660,9416,24102,1612142722,329.3,190.9,0,0,0,0,679,0
2026-09-12T06:28:50.8799709+00:00,host,DESKTOP-4DU3C4H,16,19690,9433,24148,1614719600,329.0,190.8,0,0,0,0,680,0
2026-09-12T06:28:51.8812512+00:00,host,DESKTOP-4DU3C4H,16,19397,9449,24191,1617144281,329.3,190.9,0,0,0,0,681,0
2026-09-12T06:28:52.8821266+00:00,host,DESKTOP-4DU3C4H,16,19690,9466,24238,1619721218,329.0,190.7,0,0,0,0,682,0
2026-09-12T06:28:53.8790901+00:00,host,DESKTOP-4DU3C4H,16,19737,9483,24283,1622304237,329.0,190.7,0,0,0,0,683,0
2026-09-12T06:28:54.8814758+00:00,host,DESKTOP-4DU3C4H,16,19416,9499,24327,1624731204,329.2,190.9,0,0,0,0,684,0
2026-09-12T06:28:55.8818245+00:00,host,DESKTOP-4DU3C4H,16,19416,9499,24327,1624731204,329.3,191.0,0,0,0,0,685,0
2026-09-12T06:28:56.8860208+00:00,host,DESKTOP-4DU3C4H,16,20032,9516,24373,1627312886,329.2,190.8,0,0,0,0,686,0
2026-09-12T06:28:57.8784573+00:00,host,DESKTOP-4DU3C4H,15,16837,9531,24414,1629417546,322.0,183.5,-1,0,0,0,687,0
2026-09-12T06:28:58.8770115+00:00,host,DESKTOP-4DU3C4H,16,19336,9547,24450,1631834542,329.5,191.1,1,0,0,0,688,0
2026-09-12T06:28:59.8756710+00:00,host,DESKTOP-4DU3C4H,12,15102,9559,24472,1633722270,338.1,199.5,-4,0,0,0,689,0
2026-09-12T06:29:00.8841381+00:00,host,DESKTOP-4DU3C4H,8,8675,9567,24473,1634857664,329.8,191.4,-4,0,0,0,690,0
2026-09-12T06:29:01.8855521+00:00,host,DESKTOP-4DU3C4H,15,16081,9583,24505,1636962300,330.0,191.7,7,0,0,0,691,0
2026-09-12T06:29:02.8884661+00:00,host,DESKTOP-4DU3C4H,15,17534,9598,24545,1639153991,329.9,191.4,0,0,0,0,692,15
2026-09-12T06:29:03.9041866+00:00,host,DESKTOP-4DU3C4H,16,18840,9614,24578,1641546670,329.6,191.1,1,0,0,0,693,16
2026-09-12T06:29:04.9060888+00:00,host,DESKTOP-4DU3C4H,16,16192,9630,24610,1643600991,330.4,192.0,0,0,0,0,694,0
2026-09-12T06:29:05.9036676+00:00,host,DESKTOP-4DU3C4H,16,39422,9646,24653,1648607624,323.0,184.7,0,0,0,0,695,0
2026-09-12T06:29:06.9037158+00:00,host,DESKTOP-4DU3C4H,16,40687,9662,24698,1653851121,322.3,183.9,0,0,0,0,696,0
2026-09-12T06:29:07.9079856+00:00,host,DESKTOP-4DU3C4H,14,24310,9676,24734,1656889919,337.5,200.2,-2,0,0,0,697,0
2026-09-12T06:29:08.9091194+00:00,host,DESKTOP-4DU3C4H,16,30526,9692,24779,1660766665,339.3,201.3,2,0,0,0,698,0
2026-09-12T06:29:09.9128929+00:00,host,DESKTOP-4DU3C4H,8,14917,9701,24797,1662951949,331.4,193.3,-8,0,1,0,699,0
2026-09-12T06:29:10.9122904+00:00,host,DESKTOP-4DU3C4H,2,3768,9703,24797,1663437591,348.1,210.4,-6,0,0,0,700,0
2026-09-12T06:29:11.9133823+00:00,host,DESKTOP-4DU3C4H,2,3551,9705,24797,1663923233,332.3,194.5,0,0,0,0,701,0
2026-09-12T06:29:12.9069262+00:00,host,DESKTOP-4DU3C4H,3,5915,9709,24797,1664893301,330.6,192.2,1,0,0,0,702,0
2026-09-12T06:29:13.9174387+00:00,host,DESKTOP-4DU3C4H,3,4902,9712,24797,1665621183,347.5,209.7,0,0,0,0,703,0
2026-09-12T06:29:14.9182386+00:00,host,DESKTOP-4DU3C4H,3,4902,9712,24797,1665621183,330.4,191.6,0,0,0,0,704,0
2026-09-12T06:29:15.9327736+00:00,host,DESKTOP-4DU3C4H,2,3711,9714,24797,1666106345,321.9,183.8,-1,0,0,0,705,15
2026-09-12T06:29:16.9207988+00:00,host,DESKTOP-4DU3C4H,3,6136,9718,24797,1667077425,338.6,201.0,1,0,0,0,706,0
2026-09-12T06:29:17.9208801+00:00,host,DESKTOP-4DU3C4H,3,5567,9721,24797,1667805970,329.0,190.9,0,0,0,0,707,0
2026-09-12T06:29:18.9220858+00:00,host,DESKTOP-4DU3C4H,2,3769,9723,24797,1668291714,345.6,207.9,-1,0,0,0,708,0
2026-09-12T06:29:19.9231901+00:00,host,DESKTOP-4DU3C4H,3,6380,9727,24797,1669263895,321.0,182.6,1,0,0,0,709,0
2026-09-12T06:29:20.9253250+00:00,host,DESKTOP-4DU3C4H,3,6380,9727,24797,1669263895,321.1,182.9,0,0,0,0,710,0
2026-09-12T06:29:21.9293971+00:00,host,DESKTOP-4DU3C4H,14,27623,9747,24833,1674177597,319.2,181.3,11,0,0,0,711,0
2026-09-12T06:29:22.9286843+00:00,host,DESKTOP-4DU3C4H,14,27623,9747,24833,1674177597,327.8,190.1,0,0,0,0,712,0
2026-09-12T06:29:23.9282890+00:00,host,DESKTOP-4DU3C4H,5,10447,9754,24845,1675953643,320.3,182.6,-9,0,1,0,713,0
2026-09-12T06:29:24.9283693+00:00,host,DESKTOP-4DU3C4H,2,3765,9756,24845,1676461011,337.0,199.5,-3,0,0,0,714,0
2026-09-12T06:29:25.9326438+00:00,host,DESKTOP-4DU3C4H,2,3877,9758,24845,1676968379,320.6,182.8,0,0,0,0,715,0
2026-09-12T06:29:26.9325171+00:00,host,DESKTOP-4DU3C4H,2,3937,9760,24845,1677475747,329.1,191.5,0,0,0,0,716,0
2026-09-12T06:29:27.9320349+00:00,host,DESKTOP-4DU3C4H,2,3710,9762,24845,1677983115,346.3,209.3,0,0,0,0,717,0
2026-09-12T06:29:28.9206700+00:00,host,DESKTOP-4DU3C4H,3,5197,9765,24845,1678734035,338.0,200.5,1,0,0,0,718,0
2026-09-12T06:29:29.9213306+00:00,host,DESKTOP-4DU3C4H,3,5197,9765,24845,1678734035,328.7,191.1,0,0,0,0,719,0
2026-09-12T06:29:30.9288534+00:00,host,DESKTOP-4DU3C4H,4,8191,9771,24854,1680206337,329.4,191.9,1,0,0,0,720,0
2026-09-12T06:29:31.9272432+00:00,host,DESKTOP-4DU3C4H,4,7047,9775,24854,1681183163,346.2,209.0,0,0,0,0,721,0
2026-09-12T06:29:32.9293860+00:00,host,DESKTOP-4DU3C4H,2,3735,9777,24854,1681671987,329.3,191.5,-2,0,0,0,722,0
2026-09-12T06:29:33.9294637+00:00,host,DESKTOP-4DU3C4H,2,3876,9780,24854,1682406060,346.4,209.2,0,0,0,0,723,0
2026-09-12T06:29:34.9299512+00:00,host,DESKTOP-4DU3C4H,8,14970,9788,24872,1684365256,327.3,189.4,6,0,0,0,724,0
2026-09-12T06:29:35.9268245+00:00,host,DESKTOP-4DU3C4H,8,14970,9788,24872,1684365256,328.5,190.8,0,0,0,0,725,0
2026-09-12T06:29:36.9282569+00:00,host,DESKTOP-4DU3C4H,10,18809,9800,24895,1687304090,321.5,184.1,2,0,0,0,726,0
2026-09-12T06:29:37.9304402+00:00,host,DESKTOP-4DU3C4H,2,4889,9803,24895,1688039231,329.7,192.1,-8,0,0,0,727,0
2026-09-12T06:29:38.9338671+00:00,host,DESKTOP-4DU3C4H,4,8372,9808,24895,1689265660,320.7,183.0,2,0,0,0,728,0
2026-09-12T06:29:39.9195479+00:00,host,DESKTOP-4DU3C4H,16,31838,9824,24938,1693245406,337.2,200.1,12,0,0,0,729,0
2026-09-12T06:29:40.9204736+00:00,host,DESKTOP-4DU3C4H,9,17718,9833,24953,1695495576,321.4,184.2,-7,0,0,0,730,0
2026-09-12T06:29:41.9214921+00:00,host,DESKTOP-4DU3C4H,3,5627,9836,24953,1696231995,338.3,201.1,-6,0,0,0,731,0
2026-09-12T06:29:42.9216331+00:00,host,DESKTOP-4DU3C4H,3,5627,9836,24953,1696231995,321.4,183.4,0,0,0,0,732,0
2026-09-12T06:29:43.9255426+00:00,host,DESKTOP-4DU3C4H,3,6833,9841,24953,1697459362,347.2,210.3,0,0,0,0,733,0
2026-09-12T06:29:44.9275972+00:00,host,DESKTOP-4DU3C4H,3,5984,9845,24953,1698441464,331.3,194.2,0,0,0,0,734,0
2026-09-12T06:29:45.9271930+00:00,host,DESKTOP-4DU3C4H,2,4337,9848,24953,1699178138,323.6,186.5,-1,0,0,0,735,0
2026-09-12T06:29:46.9290966+00:00,host,DESKTOP-4DU3C4H,4,7394,9852,24953,1700160609,347.4,210.3,2,0,0,0,736,0
2026-09-12T06:29:47.9338998+00:00,host,DESKTOP-4DU3C4H,4,7394,9852,24953,1700160609,330.6,193.0,0,0,0,0,737,0
2026-09-12T06:29:48.9297842+00:00,host,DESKTOP-4DU3C4H,2,4193,9855,24953,1700897614,320.7,182.4,-2,0,0,0,738,0
2026-09-12T06:29:49.9314057+00:00,host,DESKTOP-4DU3C4H,3,5634,9858,24953,1701634946,337.3,199.4,1,0,0,0,739,0
2026-09-12T06:29:50.9326433+00:00,host,DESKTOP-4DU3C4H,3,5636,9861,24953,1702372576,319.6,181.7,0,0,0,0,740,0
2026-09-12T06:29:51.9321274+00:00,host,DESKTOP-4DU3C4H,16,32060,9877,24998,1706380132,336.6,199.2,13,0,0,0,741,0
2026-09-12T06:29:52.9332682+00:00,host,DESKTOP-4DU3C4H,6,12210,9883,25007,1707906335,345.3,208.1,-10,0,1,0,742,0
2026-09-12T06:29:53.9196833+00:00,host,DESKTOP-4DU3C4H,5,8871,9888,25010,1709136097,336.5,198.8,-1,0,0,0,743,0
2026-09-12T06:29:54.9209855+00:00,host,DESKTOP-4DU3C4H,3,5356,9892,25010,1710119615,329.7,192.1,-2,0,0,0,744,0
2026-09-12T06:29:55.9229424+00:00,host,DESKTOP-4DU3C4H,3,5816,9895,25010,1710857508,346.7,209.5,0,0,0,0,745,0
2026-09-12T06:29:56.9261236+00:00,host,DESKTOP-4DU3C4H,3,5816,9895,25010,1710857508,330.1,192.4,0,0,0,0,746,0
2026-09-12T06:29:57.9287964+00:00,host,DESKTOP-4DU3C4H,2,4904,9898,25010,1711595502,321.8,183.8,-1,0,0,0,747,0
2026-09-12T06:29:58.9269766+00:00,host,DESKTOP-4DU3C4H,3,5646,9901,25010,1712333653,346.8,209.5,1,0,0,0,748,0
2026-09-12T06:29:59.9317656+00:00,host,DESKTOP-4DU3C4H,3,5399,9904,25010,1713071923,330.4,192.9,0,0,0,0,749,0
2026-09-12T06:30:00.9279801+00:00,host,DESKTOP-4DU3C4H,7,13179,9911,25022,1714796749,329.1,191.9,4,0,0,0,750,0
2026-09-12T06:30:01.9326661+00:00,host,DESKTOP-4DU3C4H,16,31576,9927,25066,1718743696,321.8,184.6,9,0,0,0,751,0
2026-09-12T06:30:02.9329085+00:00,host,DESKTOP-4DU3C4H,16,31638,9943,25103,1722698423,329.6,192.5,0,0,0,0,752,0
2026-09-12T06:30:03.9348111+00:00,host,DESKTOP-4DU3C4H,14,28408,9958,25139,1726416320,337.7,200.6,-2,0,0,0,753,16
2026-09-12T06:30:04.9369528+00:00,host,DESKTOP-4DU3C4H,3,6779,9962,25145,1727409514,328.1,190.5,-11,0,1,0,754,0
2026-09-12T06:30:05.9369687+00:00,host,DESKTOP-4DU3C4H,3,6779,9962,25145,1727409514,336.3,198.7,0,0,0,0,755,0
2026-09-12T06:30:06.9373974+00:00,host,DESKTOP-4DU3C4H,5,10759,9972,25166,1729889437,328.5,191.1,2,0,0,0,756,0
2026-09-12T06:30:07.9377291+00:00,host,DESKTOP-4DU3C4H,15,29755,9987,25206,1733608791,319.7,182.1,10,0,0,0,757,0
2026-09-12T06:30:08.9437667+00:00,host,DESKTOP-4DU3C4H,15,25946,10002,25242,1736952637,320.3,182.6,0,0,0,0,758,0
2026-09-12T06:30:09.9419107+00:00,host,DESKTOP-4DU3C4H,14,20988,10017,25279,1739699444,320.1,182.6,-1,0,0,0,759,0
2026-09-12T06:30:10.9412663+00:00,host,DESKTOP-4DU3C4H,9,13925,10028,25302,1741765498,327.9,190.2,-5,0,0,0,760,0
2026-09-12T06:30:11.9453296+00:00,host,DESKTOP-4DU3C4H,3,4507,10031,25302,1742328865,328.6,190.9,-6,0,0,0,761,0
2026-09-12T06:30:12.9446854+00:00,host,DESKTOP-4DU3C4H,7,10051,10038,25309,1743644320,321.1,183.4,4,0,0,0,762,0
2026-09-12T06:30:13.9463010+00:00,host,DESKTOP-4DU3C4H,8,12025,10046,25317,1745147492,321.3,183.6,1,0,0,0,763,0
2026-09-12T06:30:14.9481756+00:00,host,DESKTOP-4DU3C4H,3,4509,10049,25317,1745711078,345.9,208.5,-5,0,0,0,764,0
2026-09-12T06:30:15.9490687+00:00,host,DESKTOP-4DU3C4H,3,4509,10052,25317,1746274720,338.0,200.7,0,0,0,0,765,0
2026-09-12T06:30:16.9508208+00:00,host,DESKTOP-4DU3C4H,3,4509,10055,25317,1746838334,330.1,192.6,0,0,0,0,766,16
2026-09-12T06:30:17.9581479+00:00,host,DESKTOP-4DU3C4H,3,4509,10055,25317,1746838334,338.4,200.8,0,0,0,0,767,0
2026-09-12T06:30:18.9557165+00:00,host,DESKTOP-4DU3C4H,3,4276,10059,25317,1747589882,330.5,192.9,0,0,0,0,768,0
2026-09-12T06:30:19.9558730+00:00,host,DESKTOP-4DU3C4H,2,2748,10061,25318,1747965682,330.6,193.0,-1,0,0,0,769,0
2026-09-12T06:30:20.9560775+00:00,host,DESKTOP-4DU3C4H,3,4309,10064,25318,1748529562,321.1,183.0,1,0,0,0,770,0
2026-09-12T06:30:21.9635615+00:00,host,DESKTOP-4DU3C4H,3,4247,10067,25318,1749093403,327.9,190.2,0,0,0,0,771,0
2026-09-12T06:30:22.9588647+00:00,host,DESKTOP-4DU3C4H,16,24100,10083,25360,1752105901,344.8,207.5,13,0,0,0,772,0
2026-09-12T06:30:23.9591088+00:00,host,DESKTOP-4DU3C4H,10,14848,10093,25376,1753991596,328.3,190.8,-6,0,0,0,773,0
2026-09-12T06:30:24.9645093+00:00,host,DESKTOP-4DU3C4H,11,17074,10105,25407,1756260295,328.0,190.2,1,0,0,0,774,0
2026-09-12T06:30:25.9612065+00:00,host,DESKTOP-4DU3C4H,16,22212,10122,25447,1759164476,320.5,182.8,5,0,0,0,775,0
2026-09-12T06:30:26.9618534+00:00,host,DESKTOP-4DU3C4H,13,13820,10135,25471,1760892009,320.9,183.4,-3,0,0,0,776,0
2026-09-12T06:30:27.9644095+00:00,host,DESKTOP-4DU3C4H,16,26432,10151,25512,1764196063,337.6,200.4,3,0,0,0,777,0
2026-09-12T06:30:28.9651474+00:00,host,DESKTOP-4DU3C4H,10,18199,10161,25534,1766577888,329.9,192.4,-6,0,0,0,778,0
2026-09-12T06:30:29.9530345+00:00,host,DESKTOP-4DU3C4H,2,3486,10163,25534,1767054564,320.6,182.7,-8,0,0,0,779,0
2026-09-12T06:30:30.9661415+00:00,host,DESKTOP-4DU3C4H,3,5343,10167,25534,1768004305,337.6,200.2,1,0,0,0,780,15
2026-09-12T06:30:31.9715660+00:00,host,DESKTOP-4DU3C4H,3,5446,10170,25534,1768717012,329.6,192.0,0,0,0,0,781,0
2026-09-12T06:30:32.9814012+00:00,host,DESKTOP-4DU3C4H,3,5446,10170,25534,1768717012,346.7,209.5,0,0,0,0,782,0
2026-09-12T06:30:33.9786032+00:00,host,DESKTOP-4DU3C4H,2,4398,10173,25534,1769430004,346.6,209.4,-1,0,0,0,783,0
2026-09-12T06:30:34.9711329+00:00,host,DESKTOP-4DU3C4H,3,5802,10177,25534,1770381589,338.9,201.7,1,0,0,0,784,0
2026-09-12T06:30:35.9761858+00:00,host,DESKTOP-4DU3C4H,3,5602,10181,25534,1771333926,321.6,183.4,0,0,0,0,785,0
2026-09-12T06:30:36.9709853+00:00,host,DESKTOP-4DU3C4H,8,15040,10189,25547,1773242074,337.2,199.6,5,0,0,0,786,0
2026-09-12T06:30:37.9759091+00:00,host,DESKTOP-4DU3C4H,8,15040,10189,25547,1773242074,329.3,191.8,0,0,0,0,787,0
2026-09-12T06:30:38.9724621+00:00,host,DESKTOP-4DU3C4H,10,18691,10200,25574,1775942969,329.2,191.8,2,0,0,0,788,0
